label,edited,likeCount,collectionCount,shareCount,wordCount,lfFreq,emojiPerWord,withImages,withVideos,imageCount,videoCount,imageTextRatio,videoTextRatio,mediaTextRatio,linkPerWord,utmLinkRatio,authorSuspicious,authorHasCreatorBadge,authorHasOfficialCreatorBadge,postCount,timeDiffDays,postFreq,maxPostsPerDay,maxPostsPer12h,postIntervalStd,businessHourRatio,weekendRatio,travelPostRatio,forumVariety,forumEvenness,avgLikes,commentCount,totalCommentCount,subcomDepth,authorReplyRatio,authorReplyLinkRatio,authorReplyUTMLinkRatio,firstCommentTimeDiff,first30MinCommentRatio,text_length,expected_sentiment_value,sentiment_volatility,bert_article_pca_001,bert_article_pca_002,bert_article_pca_003,bert_article_pca_004,bert_article_pca_005,bert_article_pca_006,bert_article_pca_007,bert_article_pca_008,bert_article_pca_009,bert_article_pca_010,bert_article_pca_011,bert_article_pca_012,bert_article_pca_013,bert_article_pca_014,bert_article_pca_015,bert_article_pca_016,bert_article_pca_017,bert_article_pca_018,bert_article_pca_019,bert_article_pca_020,bert_article_pca_021,bert_article_pca_022,bert_article_pca_023,bert_article_pca_024,bert_article_pca_025,bert_article_pca_026,bert_article_pca_027,bert_article_pca_028,bert_article_pca_029,bert_article_pca_030,bert_article_pca_031,bert_article_pca_032,bert_article_pca_033,bert_article_pca_034,bert_article_pca_035,bert_article_pca_036,bert_article_pca_037,bert_article_pca_038,bert_article_pca_039,bert_article_pca_040,bert_article_pca_041,bert_article_pca_042,bert_article_pca_043,bert_article_pca_044,bert_article_pca_045,bert_article_pca_046,bert_article_pca_047,bert_article_pca_048,bert_article_pca_049,bert_article_pca_050,bert_article_pca_051,bert_article_pca_052,bert_article_pca_053,bert_article_pca_054,bert_article_pca_055,bert_article_pca_056,bert_article_pca_057,bert_article_pca_058,bert_article_pca_059,bert_article_pca_060,bert_article_pca_061,bert_article_pca_062,bert_article_pca_063,bert_article_pca_064,bert_article_pca_065,bert_article_pca_066,bert_article_pca_067,bert_article_pca_068,bert_article_pca_069,bert_article_pca_070,bert_article_pca_071,bert_article_pca_072,bert_article_pca_073,bert_article_pca_074,bert_article_pca_075,bert_article_pca_076,bert_article_pca_077,bert_article_pca_078,bert_article_pca_079,bert_article_pca_080,bert_article_pca_081,bert_article_pca_082,bert_article_pca_083,bert_article_pca_084,bert_article_pca_085,bert_article_pca_086,bert_article_pca_087,bert_article_pca_088,bert_article_pca_089,bert_article_pca_090,bert_article_pca_091,bert_article_pca_092,bert_article_pca_093,bert_article_pca_094,bert_article_pca_095,bert_article_pca_096,bert_article_pca_097,bert_article_pca_098,bert_article_pca_099,bert_article_pca_100,bert_article_pca_101,bert_article_pca_102,bert_article_pca_103,bert_article_pca_104,bert_article_pca_105,bert_article_pca_106,bert_article_pca_107,bert_article_pca_108,bert_article_pca_109,bert_article_pca_110,bert_article_pca_111,bert_article_pca_112,bert_article_pca_113,bert_article_pca_114,bert_article_pca_115,bert_article_pca_116,bert_article_pca_117,bert_article_pca_118,bert_article_pca_119,bert_article_pca_120,bert_article_pca_121,bert_article_pca_122,bert_article_pca_123,bert_article_pca_124,bert_article_pca_125,bert_article_pca_126,bert_article_pca_127,bert_article_pca_128,cat_freq_cta_click,cat_freq_promotion,cat_freq_urgency,cat_freq_disclosure,cat_freq_platform_brand,cat_freq_recommendation,cat_freq_lottery
F,0.0,55.0,135.0,21.0,3675.0,0.0459863945578231,0.0160544217687074,1.0,1.0,23.0,3.0,6.258503401360544,0.8163265306122449,7.074829931972789,0.0,0.0,0.0,0.0,0.0,2.0,746.999375,0.0026773784114611,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,72.5,8.0,21.0,0.6190476190476191,0.3333333333333333,0.0,0.0,115.8499,0.0,1567,2.9476,0.2375,-0.5819781,-3.656379,-1.3675656,0.14371623,1.502133,-1.7431701,-0.7933678,0.76912075,0.001658895,0.7410357,0.59325397,0.97758687,0.53640497,0.7569276,0.15474138,-0.33648795,-0.9702885,-0.25389013,-0.015528376,-0.32240245,0.22368686,-0.20614594,-0.50211924,0.88391024,-0.44437742,-0.50736004,0.103599004,-0.16463618,0.31277755,0.744707,-0.02526687,-0.39026505,0.7833345,0.27197272,-0.13598691,0.2956657,-0.2866892,-0.47055477,0.48458937,-0.5301579,-0.20130338,-0.6774759,-0.51775295,-0.50471044,-0.22543743,0.010119947,0.04358391,-0.24298978,0.12207445,-0.20629393,0.07388524,0.19168013,0.3197739,-0.021996615,-0.1843012,-0.059573527,0.22850749,0.5039413,-0.18746676,-0.16826996,0.15048803,-0.077204205,0.014587911,-0.3258703,-0.1644623,-0.17369619,-0.0043159714,-0.14847043,0.09305131,-0.41829196,0.4102485,0.1562308,-0.2428342,-0.34142807,-0.15422557,0.038535222,0.15459141,-0.3204422,0.23783204,0.01577661,0.0864442,-0.26097694,-0.10715501,0.43036917,-0.07530663,-0.027915785,0.039250877,-0.16919139,0.17754589,-0.09799659,-0.42606464,0.08959891,-0.015785558,0.09050224,-0.02219267,-0.349672,-0.55097497,-0.31979576,0.21476182,0.05713206,-0.28199852,0.15702416,-0.1974805,-0.013057192,-0.04446819,0.06227453,0.29705787,-0.2706326,0.119375415,0.08722036,-0.1580514,-0.050451435,0.23340371,0.08642603,0.02569769,0.04434291,0.0021815794,0.31795806,-0.17139992,0.35438773,-0.020872464,-0.18986225,0.2795636,-0.19856769,-0.018272247,-0.010670141,-0.38941783,-0.13298272,0.00027210884353741496,0.0,0.0005442176870748299,0.0010884353741496598,0.00027210884353741496,0.0,0.0
F,1.0,55.0,168.0,38.0,3837.0,0.034401876465989,0.0114672921553296,1.0,0.0,21.0,0.0,5.473025801407349,0.0,5.473025801407349,0.0,0.0,0.0,0.0,0.0,17.0,622.5330671296297,0.0273077863612666,1.0,1.0,25.1972255840013,0.2352941176470588,0.3529411764705882,0.4117647058823529,2.0,0.7907427323313921,137.0,4.0,5.0,0.2,0.2,0.0,0.0,144.04416666666663,0.0,2217,2.802,0.3968,-0.29526648,-4.4276743,-0.11858645,0.090758,-0.25252765,-1.529966,0.04952863,1.6836846,-1.5594718,0.7336721,1.3550112,-0.65411943,-0.10605236,0.93583244,-0.15631644,-1.2278924,-0.19277704,0.6451253,-0.05719308,-0.3699017,-0.92448187,0.11906224,-0.37638935,0.5430887,-0.42341527,0.16843776,0.31502837,0.23930739,0.51290387,0.103239246,0.16189978,-0.5685894,-0.00037514247,-0.18037407,-0.4781157,-0.32833356,-0.13640092,-0.119168304,-0.115597524,-0.15600121,0.38705397,-0.33464324,-0.016967338,-0.30530128,-0.06460897,0.6503653,0.30309734,0.21558915,0.035383027,0.19916245,0.41508448,0.15842448,-0.22953536,0.14160822,-0.27070823,-0.2914866,0.25624532,0.09483977,0.21587849,0.10020227,0.019518185,0.3894037,0.051673125,-0.10089767,-0.23256058,0.17245698,0.3784239,0.054137412,-0.08411868,-0.18571742,0.101987906,-0.12189076,-0.18040785,-0.10660825,0.2176761,0.10753161,0.3161662,0.059218932,0.00048773974,-0.0041678664,-0.022777006,0.41436625,0.17537177,-0.0005831477,0.13206074,-0.13011496,-0.064213276,-0.049132828,-0.028601276,-0.21537402,0.0026513843,0.22662777,-0.20984092,0.06493222,0.13249214,0.14369626,0.28039083,0.112523876,-0.29790583,0.0939272,-0.0043822653,-0.10313512,0.094002716,0.023728644,0.18390058,0.16779444,0.15793842,-0.18860479,0.26145518,-0.11541052,0.24530827,0.072425924,-0.1544462,0.25318718,0.048334222,0.12651163,-0.03367337,0.08814463,-0.10757666,-0.24661668,0.076031275,0.074156165,0.1035572,-0.083733946,0.009392367,0.09461186,-0.0943281,0.066449605,0.0005212405525149857,0.0013031013812874641,0.00026062027625749283,0.0013031013812874641,0.0,0.0,0.0
F,1.0,101.0,480.0,113.0,1080.0,0.0361111111111111,0.0009259259259259,1.0,0.0,8.0,0.0,7.407407407407407,0.0,7.407407407407407,0.0018518518518518,0.0,0.0,1.0,1.0,150.0,1516.4439814814814,0.0989156222265845,2.0,2.0,15.077823564447865,0.2133333333333333,0.3266666666666666,0.12,2.584962500721156,0.8208628599371384,62.92,15.0,19.0,0.2105263157894736,0.2105263157894736,0.0,0.0,129204.44228333332,0.0,345,4.6786,0.0,-1.0059713,-1.4737681,-1.5626265,-1.4808534,-0.07565129,2.6509035,1.5290569,-0.019754302,1.40168,1.4159193,0.34166405,0.0999332,0.032526486,-0.45020398,-0.28435814,0.88438153,-0.32511964,-0.069725126,-0.6725959,1.2383541,-0.92005056,0.07090276,-0.01421665,-1.4424672,0.41202295,0.38149795,-0.088685006,-0.1258738,0.5532533,-0.54333305,0.29904455,-0.6173135,0.48905966,0.74843335,0.9317913,0.08622606,-0.05676118,0.32987043,0.13417205,-0.19365093,0.019107502,-0.51489425,0.25432172,0.3995996,0.31624857,-0.282998,0.38771036,-0.45786086,0.40067974,-0.52272,-0.33154634,0.691073,0.02551901,-0.09380646,-0.023809457,-0.32618707,-0.05074715,-0.015150877,0.3675016,0.07586505,-0.3949935,-0.22884488,0.03932349,-0.10422395,0.031176385,-0.20682758,0.27978465,-0.52699745,-0.1500667,-0.6434063,-0.041582316,0.09212281,-0.17431033,0.33066165,0.25200605,-0.17597248,-0.35143647,-0.078622855,-0.13832775,-0.078843385,0.00949788,-0.45301995,-0.22291838,0.48007864,-0.41770756,-0.20994864,-0.0033237045,-0.026692031,0.13008764,-0.2892796,0.01985417,0.47232482,0.17188337,0.029253412,-0.24294163,-0.14140354,-0.03866895,-0.1187906,0.3291945,0.43447658,-0.000640123,-0.032758694,-0.04372159,0.21078041,-0.24050908,-0.0474347,0.006363061,0.05473094,0.42679077,0.26001695,-0.27770555,-0.13196993,0.015537419,-0.08319944,-0.39943954,-0.1638865,-0.4563935,0.20022668,-0.12411969,-0.09916107,0.22074199,0.1292972,0.5447635,-0.17404899,0.045500334,0.2561102,0.07851125,-0.17629392,0.005555555555555556,0.0,0.000925925925925926,0.000925925925925926,0.0,0.0,0.0
F,1.0,43.0,28.0,14.0,3764.0,0.0209883103081827,0.0029224229543039,1.0,0.0,26.0,0.0,6.9075451647183845,0.0,6.9075451647183845,0.0002656748140276,0.0,0.0,0.0,0.0,2.0,2159.6828240740742,0.0009260619095109,1.0,1.0,0.0,0.0,0.5,0.5,1.584962500721156,1.0,851.5,5.0,8.0,0.375,0.25,0.0,0.0,801.6392333333333,0.0,1563,2.7027,0.3875,-1.7606499,2.2957137,0.5386569,1.3685479,0.48186377,0.28603297,-1.0961814,0.7705077,-0.35030836,0.6619904,1.1655751,-0.49655187,1.430835,-0.37524778,0.23671828,0.84445125,0.12285106,-0.19341752,-0.8279683,0.33840892,-0.34513628,-0.88253313,-0.17647073,0.3106092,-0.06637221,-0.12756464,0.9846394,0.13035688,0.67706287,-0.38347936,0.15347435,0.017457707,-0.04697492,-0.23167798,-0.1348188,0.3788406,0.096539624,0.40888038,-1.0987487,1.0751238,-0.20307949,0.24965121,-0.2502108,-0.38241908,-0.29775837,0.6454219,-0.49673963,-0.34203142,0.09312212,-1.0754147,-0.24688198,0.43778792,-0.023320664,0.18542823,-0.3034172,-0.3623496,-0.15754499,-0.26438063,0.41631362,0.54503876,0.20408945,-0.26876503,0.31648666,0.18172905,0.10902476,0.039527327,0.26291305,-0.42020193,-0.111763366,-0.036793385,-0.06942412,-0.18549351,0.017531008,-0.19619209,-0.084721215,-0.48302856,-0.16868958,0.22518313,-0.55219436,-0.014403498,-0.022874545,0.11668521,0.047598228,0.2672161,-0.41757274,-0.5740762,0.08049177,-0.24929777,-0.0879928,-0.42844304,0.25271517,-0.17887364,0.39788112,0.014549711,0.16869518,0.19864608,-0.31102934,0.13016286,0.040086053,-0.317737,-0.36235985,-0.20491876,-0.0064155897,-0.11821345,-0.078881234,-0.43603075,-0.06756508,0.47267067,-0.5300198,0.004656488,0.09628578,0.2461419,-0.14572,-0.2540056,0.2639668,0.04126274,0.3411703,-0.37202197,0.27036616,0.03232949,-0.14803919,-0.27566192,-0.36523637,-0.043600403,0.2620279,0.024816016,0.06991744,-0.025063315,0.0005313496280552603,0.0,0.0,0.0005313496280552603,0.0,0.0,0.0
F,0.0,54.0,95.0,12.0,4255.0,0.044888366627497,0.0058754406580493,1.0,0.0,26.0,0.0,6.110458284371328,0.0,6.110458284371328,0.0004700352526439,0.5,0.0,1.0,1.0,23.0,1258.7167708333334,0.0182725777021091,2.0,2.0,90.03192449548321,0.1739130434782608,0.4347826086956521,0.1304347826086956,3.4594316186372973,0.9170650629087642,133.08695652173913,3.0,8.0,0.625,0.375,0.0,0.0,185.8975166666667,0.0,2123,3.4334,0.3476,-0.67132276,-2.7960951,-0.6326546,0.4363962,1.7364364,-1.1318717,-1.0362651,0.1673147,0.40982,0.13402724,0.26897705,-0.76574314,-0.61285853,0.5430234,0.11144978,0.10411704,-0.46481463,0.12159726,0.26164147,0.71262777,0.19491233,0.36313778,-1.0374634,-0.4647874,-0.68268067,-0.029669622,0.07158127,0.42415777,0.24638353,-0.19351186,0.534826,-0.042005457,-0.0055186036,0.043380868,0.093303666,-0.17613901,-0.7529041,0.1858962,-0.07093655,0.2198477,-0.13589905,0.8209174,-0.60332066,0.120139085,-0.012000362,-0.1278992,-0.25196055,0.08604314,0.041442107,-0.36058724,-0.30367073,-0.3476349,-0.25399023,0.49154395,-0.06371478,-0.2419603,-0.22763759,0.62894845,0.12622632,-0.36885515,0.028058935,0.411289,-0.44520307,-0.4875545,0.07643507,-0.27266878,-0.5053826,0.01837974,-0.01324894,0.022699503,-0.4390783,0.113054916,-0.20973188,0.34161237,-0.01772104,0.19853131,-0.36877662,-0.18263188,-0.3246551,0.19773108,0.24790171,0.23782644,0.29525527,0.065575846,-0.26836866,0.0065285643,0.026675565,-0.18608394,-0.23623443,0.2705611,-0.23832083,-0.1680956,-0.18386571,0.06544327,0.10415816,0.06085914,-0.33660537,0.12651777,0.10679157,-0.22215892,-0.018274892,-0.013681868,-0.14759795,-0.038506526,0.09546134,-0.053492013,-0.012410558,0.044928543,-0.048570957,0.106662884,-0.119539544,0.2884419,0.00016855137,0.21809301,0.06776667,-0.103887394,0.0025650142,0.118084386,0.12866054,0.20676257,0.05179829,0.18716495,-0.04373715,0.14969209,0.08806501,-0.11878026,0.013641342,-0.04543443,0.001410105757931845,0.0007050528789659225,0.0,0.0007050528789659225,0.0,0.0,0.0
F,0.0,72.0,169.0,33.0,4145.0,0.022195416164053,0.004583835946924,1.0,0.0,28.0,0.0,6.7551266586248495,0.0,6.7551266586248495,0.0,0.0,0.0,1.0,0.0,6.0,1375.7274537037038,0.0043613289709723,1.0,1.0,227.75820120665423,0.1666666666666666,0.3333333333333333,0.1666666666666666,2.0,0.7896900821428475,101.66666666666669,6.0,14.0,0.5714285714285714,0.3571428571428571,0.0,0.0,4.0308,0.1428571428571428,1784,2.9934,0.1089,-1.7241999,1.7969127,1.0017493,-1.6207933,-1.5276932,-0.5079539,-1.3851508,-1.1251322,-0.2765903,-0.60767096,0.2703916,-0.17725496,-0.08076815,-0.82536685,0.47374633,1.1121708,0.6374948,-0.057644878,0.48572472,-0.37061086,-1.2647747,0.22622903,0.052029494,0.38036877,0.6493181,0.42160955,0.1000878,-0.58892274,0.51448166,-0.14226706,-0.26470536,-0.0920786,-0.4212916,0.19502123,-0.35624766,0.13416888,-0.29134038,-0.19076085,0.26349208,-0.3378987,0.06840152,-0.55741453,-0.20484644,0.046099335,-0.51068085,-0.2426425,-0.0020118286,0.02730456,-0.45380488,-0.14241213,0.060985267,-0.36598685,-0.22003132,0.17171371,-0.02958957,-0.029142521,0.43450788,-0.0680098,-0.07932352,-0.20062529,-0.26788935,0.14104533,0.06624151,0.4677941,0.2386355,-0.045434292,-0.569576,0.38561273,-0.11591686,-0.031306565,-0.21301721,-0.047421616,0.01873353,0.1269536,0.0382825,-0.2564836,-0.019719765,-0.14284818,-0.04297318,0.10984223,-0.028602108,-0.27584153,0.4073439,-0.13400915,-0.38460976,0.030777048,0.01596724,0.05075087,0.12028347,-0.097512186,0.11727986,-0.17481522,0.058300894,0.35049638,0.2383356,0.041614644,-0.22825189,0.0049721138,-0.21909556,-0.12837128,0.020505067,0.1559367,-0.23482299,0.006617101,0.14845654,-0.42058977,-0.027244333,0.29430506,-0.0859919,-0.20235471,0.010812303,-0.17959385,0.17500012,-0.14919256,-0.04704151,0.064258255,0.14480454,-0.08289291,-0.116421774,0.027835857,-0.14430791,0.031853568,-0.06870922,-0.016882448,-0.25203392,0.1251386,0.16446303,0.07917133,0.0004825090470446321,0.00024125452352231604,0.0,0.0014475271411338963,0.0,0.0,0.0
F,0.0,67.0,159.0,67.0,2423.0,0.0420965744944283,0.0165084605860503,1.0,1.0,6.0,1.0,2.4762690879075526,0.4127115146512587,2.8889806025588114,0.0,0.0,0.0,0.0,0.0,18.0,826.9579629629629,0.0217665235793928,1.0,1.0,30.231253316319183,0.2222222222222222,0.1666666666666666,0.8333333333333334,2.321928094887362,0.4570914192176067,96.05555555555556,2.0,6.0,0.6666666666666666,0.5,0.0,0.0,188.76205,0.0,1869,3.1872,0.3899,-1.5133355,0.9158536,0.059236005,-1.0652133,-0.8590944,-0.107024744,0.73393226,0.7842164,-0.23682906,0.6684568,-0.1551712,-1.6522223,0.07281547,-0.18497999,0.6452275,-0.63930863,-0.76012266,-0.2957203,0.46030113,-0.16802232,-0.32901308,1.7960324,0.81241643,0.39716163,0.04236752,0.2820682,-0.34657833,0.779664,-0.53580004,0.46710092,-0.6252369,-0.8443617,0.3446581,0.75647265,-0.8540711,0.4840063,-0.21476638,0.1289332,-0.3696046,-0.5449174,-0.36182794,1.1286637,-0.38250086,-0.19723958,0.50747705,0.09725331,-0.031077947,0.11435405,1.1375239,-0.046087082,0.5092899,-0.42701527,-0.4925909,0.27437833,0.061254095,0.41811243,-0.06227842,0.1816895,0.6978831,0.008382008,-0.5395397,0.5528578,0.3653892,0.52382004,-0.036258705,0.544676,0.4813667,0.3982423,0.54651517,0.013097177,-0.54898685,0.59568286,-0.37116888,-0.610232,-0.60379076,0.14846031,0.050607607,-0.43965235,-0.102365084,-0.5638803,0.40952903,-0.2514758,-0.36110303,0.06300415,0.3229925,-0.12696566,-0.15169968,0.8105299,-0.18041207,0.2605773,-0.16567907,-0.45596644,0.13269436,0.026783641,0.39253268,0.08097942,-0.31408426,0.1427126,-0.42630365,0.42177704,-0.45051312,0.07699373,-0.08395331,0.050492056,0.24960233,-0.29691258,0.15155858,-0.27479485,-0.10399307,-0.086502105,0.14957477,-0.46196756,-0.32773733,-0.7365492,-0.453184,0.05594701,0.043479852,-0.26133823,-0.28633198,-0.049220882,-0.33134815,0.49661463,-0.2698736,-0.15300284,-0.14803664,0.029254248,0.02010684,-0.24700417,0.0070160957490713995,0.0008254230293025176,0.0004127115146512588,0.0004127115146512588,0.0016508460586050352,0.0,0.0
F,1.0,41.0,67.0,17.0,5440.0,0.0375,0.0011029411764705,1.0,0.0,48.0,0.0,8.823529411764707,0.0,8.823529411764707,0.0,0.0,0.0,1.0,0.0,11.0,661.312349537037,0.0166335922922061,1.0,1.0,84.57417078404433,0.1818181818181818,0.3636363636363636,1.0,1.0,0.0,47.18181818181818,1.0,2.0,0.5,0.5,0.0,0.0,3452.4977,0.0,1574,3.2474,0.3468,-0.12196398,-4.927978,0.15091075,0.3032786,1.7573016,-1.0642846,-0.4043798,0.4598251,-0.3868361,0.112256356,0.3517667,0.09171849,-0.4142602,0.6692554,0.09913378,-0.13851084,-0.38091817,1.089947,-0.12645671,0.07277839,-0.4175632,-0.07202843,-0.71637,0.33225265,-0.27000782,-0.034065492,0.04409682,0.45833862,0.5493246,-0.20718765,0.4560761,-0.07719061,0.252041,-0.34151217,-0.12138953,0.083005436,-0.4588498,-0.16932839,-0.22002,-0.4812537,0.07142851,0.12286133,-0.15815644,-0.14275159,-0.15054005,0.19737995,0.12120969,-0.058068432,0.4340627,0.4294078,-0.026995782,-0.03087088,0.22668551,-0.09375821,-0.3306887,0.18036161,0.21072106,0.16843005,0.07578521,0.026761612,0.05630855,0.14835662,-0.25771403,-0.14413533,0.27069676,-0.24984807,0.1444118,0.12123976,0.26088881,-0.14201212,0.08583414,-0.084855005,-0.14666967,-0.2117754,0.13634734,-0.3703626,-0.24566598,-0.053748906,0.086101934,0.3483774,-0.008503403,0.08641783,-0.17330155,-0.3202015,0.02746618,-0.0013691514,0.0691145,0.18842115,0.14020137,0.10070915,-0.010627446,-0.13474096,0.16369638,0.018020382,0.033833753,0.016324464,-0.1989987,0.17862663,-0.24540247,0.054741394,-0.042840283,0.123431824,0.24848469,-0.1680814,-0.01648731,0.17605065,0.2295949,-0.1046604,-0.006647467,-0.1643004,-0.054800186,0.024491802,-0.12596194,-0.09416574,0.17584571,-0.15518099,0.04188934,-0.040596746,-0.107795484,-0.06737426,-0.42070416,0.32331178,-0.09867663,-0.08333291,-0.16116583,-0.23650528,-0.28800443,-0.27967438,0.0,0.0003676470588235294,0.0001838235294117647,0.0014705882352941176,0.0,0.0,0.0
F,1.0,121.0,160.0,33.0,2935.0,0.0231686541737649,0.0122657580919931,1.0,0.0,7.0,0.0,2.385008517887564,0.0,2.385008517887564,0.0,0.0,0.0,0.0,0.0,3.0,798.1346412037037,0.0037587643050745,1.0,1.0,459.78165572193296,0.0,0.0,0.6666666666666666,1.584962500721156,0.9182958340544896,167.33333333333334,22.0,24.0,0.0833333333333333,0.0,0.0,0.0,254.91345,0.0,2281,2.6952,1.0597,-1.9864923,2.053561,0.8136098,0.34755808,-0.16135052,1.7555069,0.06749889,0.44842497,0.63975096,0.1440659,-1.1185582,-0.70429987,-1.0957781,-0.69601053,0.121714875,-0.1282471,-0.38455436,-0.6382819,0.480965,0.31643677,-0.30838704,-0.1402777,-0.1498083,-0.029055024,-0.41291642,0.051081225,-0.09022868,-0.91567016,-0.03876491,0.3130762,0.10320722,0.27935776,0.09558915,-0.5489711,-0.06117824,0.24780938,0.10138175,-0.2728581,-0.180644,-0.0035355836,0.42541537,-0.38183603,-0.19657336,-0.23948172,-0.030855205,-0.0020508566,-0.018093977,0.20569927,-0.11677234,-0.10956581,-0.21685442,0.101803854,0.2667243,-0.015212972,-0.16830207,-0.098367445,-0.31870243,0.18772426,-0.2519975,0.123719,-0.055029918,0.07500495,-0.044786822,0.49208412,0.2809619,-0.21320519,0.06517367,-0.13141136,-0.016186254,0.05531023,0.050647393,0.029100409,0.14809942,0.25185916,0.0051961364,-0.051938195,-0.50465375,-0.000102814214,0.27476752,0.088286676,-0.10476395,0.22903119,0.012777864,0.0151557075,-0.0013329375,-0.23776978,0.073640615,0.1981501,0.37076035,-0.13479304,-0.03199375,0.023482628,0.29671693,0.16457109,-0.42780876,-0.13499853,-0.13520426,-0.22405726,-0.080967836,0.09946945,0.06912882,0.08417977,0.045612603,0.051307507,0.078775175,-0.33460066,0.13866134,0.33635816,-0.15087879,0.0144422045,-0.23717806,0.03941459,0.3406013,0.02893212,-0.08240023,0.11176008,-0.03445684,0.1476132,0.008333898,-0.083535895,0.20688373,0.014418289,-0.11970376,-0.16044508,0.09701632,0.10216702,0.23533498,0.11611579,0.0,0.0006814310051107325,0.0010221465076660989,0.00034071550255536625,0.0,0.0,0.0
F,1.0,44.0,99.0,30.0,2159.0,0.0226956924502084,0.0088003705419175,1.0,0.0,18.0,0.0,8.337193144974526,0.0,8.337193144974526,0.000463177396943,0.0,0.0,0.0,0.0,12.0,722.9986689814815,0.0165975409289548,1.0,1.0,88.38012253634321,0.1666666666666666,0.4166666666666667,1.0,1.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,1469149.5069666666,0.0,616,4.5953,0.0388,8.9257,1.9858687,0.07164862,0.06794342,-0.79012305,-1.5476137,0.13994278,0.93594354,-0.22723207,1.590434,-1.4663082,0.7350431,0.046152383,1.1750097,-1.0918694,-0.02631453,-0.26082855,0.33347687,0.87399465,-0.025711756,0.042803373,-0.8964887,-0.02479963,0.55870646,0.34620032,0.78855723,-1.3200296,-1.1901476,-0.22670445,-0.10893164,-0.41436318,-0.63553745,-0.55892134,-0.12787282,0.36229917,-0.08606948,0.61564356,0.16849047,-0.18324006,0.16765659,0.1922733,-0.37496102,-0.58692837,0.5939007,-0.17715691,-1.4057484,0.96380836,0.30788234,-0.102562875,-1.0955484,-0.6627249,-0.27495608,-0.1372052,-0.48593423,0.6047095,0.35236537,0.33009437,0.7855958,-0.58409774,-1.0740261,0.3514266,0.02875649,0.32092994,-0.39489356,0.72679305,0.19512805,0.19552988,0.0002945759,0.078002565,0.21917325,-0.23490748,-0.2503055,0.30003658,-0.0059296805,0.1652432,-0.84847635,0.13831785,-0.07516612,0.26607826,-0.42729437,-0.53042173,-0.17555323,0.005290078,0.95982593,-0.19945477,0.44045416,0.34525442,-0.23415807,0.19096969,0.024917476,0.0062141204,0.26744202,0.088353656,0.009213209,0.16716084,0.14736472,-1.0434996,0.9235138,-0.0350217,0.14290857,0.08756902,0.38851526,0.2278693,-0.02036178,-0.64388883,-0.1789537,0.41168982,-0.811196,-0.13228683,-0.19948636,0.121879995,0.23216309,0.42620274,-0.33622238,0.50902444,-0.36335766,-0.2414802,0.01689512,0.7603623,0.6711921,0.3327498,-0.2429879,-0.13396241,-0.012940232,-0.2635923,0.23038626,0.25893676,0.3247693,0.0004631773969430292,0.0004631773969430292,0.0009263547938860583,0.0013895321908290875,0.0,0.0,0.0
F,1.0,45.0,55.0,14.0,8259.0,0.0194938854582879,0.002663760745853,1.0,1.0,60.0,3.0,7.26480203414457,0.3632401017072285,7.628042135851798,0.0,0.0,0.0,0.0,0.0,20.0,782.1259722222222,0.0255713282902175,4.0,4.0,38.693614869261566,0.55,0.25,1.0,1.0,0.0,24.6,2.0,5.0,0.6,0.4,0.0,0.0,1084.9949333333334,0.0,3048,2.633,0.6016,-1.3322332,-0.6924922,2.201438,1.1687462,0.22158417,-0.23194645,0.7458819,-1.8060488,1.1237105,-0.769729,0.8791956,1.6214669,0.41888908,-0.35126767,0.42989215,-0.7108416,0.47508743,0.8187376,0.4425502,0.56819284,1.5191143,0.23772997,0.088754,0.14599587,0.58545613,-0.4045402,-0.26511014,0.16193484,0.48429808,-0.30115527,-0.44447646,0.2555894,0.15737937,0.044317633,-0.022573179,0.21630695,-0.042059705,0.009144593,-0.18731566,-0.390976,-0.0035124763,0.24523005,0.0065762037,-0.34751415,-0.07250493,0.1824945,0.18818575,0.08616146,-0.14319064,0.21074766,-0.060114376,0.25518566,-0.15350449,-0.11276289,0.16620298,-0.17812914,-0.31391293,-0.039343458,0.2608001,-0.064421795,-0.087020166,-0.064987734,-0.074043214,-0.19584079,0.050294988,-0.10267614,0.5068293,-0.21190625,-0.24909487,0.033397276,0.21212901,0.047510587,-0.16588144,0.18514082,0.07601807,0.33142772,-0.06279773,-0.21093978,0.13277663,0.17040071,-0.30141404,-0.09899919,-0.2494499,-0.4087811,0.034568097,0.011058409,-0.14127982,0.14016508,-0.026524689,0.010585406,0.10161689,0.08071123,-0.047379494,-0.16207114,0.011000194,0.13081674,0.051610887,0.20215471,0.027842687,-0.09457474,0.31671873,-0.03732214,0.071735494,-0.20542218,0.09875927,0.14882965,0.019073328,-0.0050559915,0.13214085,-0.10410652,-0.061001312,-0.08609062,-0.19277906,-0.06424759,0.047846746,-0.15144561,0.07293953,0.013543716,-0.050233644,0.2540199,0.031004371,-0.2800331,0.029225808,-0.07195638,0.10646369,0.12626863,0.19632289,0.07378502,0.0,0.0001210800339024095,0.0001210800339024095,0.000968640271219276,0.0001210800339024095,0.0,0.0
